timestamp,site,parameter,regime,trust,value,stage_m,status,imputation_method,n_raw,source_file,datum_assumed
2025-07-30 02:30:00,Kamand,depth,K_depth_A,ok,12.010148968900262,1.3498510310997371,interpolated,linear,0,,True
2025-07-30 02:45:00,Kamand,depth,K_depth_A,ok,11.682603501390588,1.6773964986094114,interpolated,linear,0,,True
2025-07-30 03:00:00,Kamand,depth,K_depth_A,ok,11.355058033880912,2.0049419661190875,observed,,1,depth_measurements_K.csv,True
2025-07-30 03:15:00,Kamand,depth,K_depth_A,ok,11.263971724201696,2.0960282757983038,interpolated,linear,0,,True
2025-07-30 03:30:00,Kamand,depth,K_depth_A,ok,11.172885414522481,2.1871145854775182,interpolated,linear,0,,True
2025-07-30 03:45:00,Kamand,depth,K_depth_A,ok,11.081799104843267,2.2782008951567327,interpolated,linear,0,,True
2025-07-30 04:00:00,Kamand,depth,K_depth_A,ok,10.99071279516405,2.369287204835949,observed,,1,depth_measurements_K.csv,True
2025-07-30 04:15:00,Kamand,depth,K_depth_A,ok,11.081397722928063,2.2786022770719363,observed,,1,depth_measurements_K.csv,True
2025-07-30 04:30:00,Kamand,depth,K_depth_A,ok,11.239441827760375,2.1205581722396243,observed,,1,depth_measurements_K.csv,True
2025-07-30 04:45:00,Kamand,depth,K_depth_A,ok,11.229905054922073,2.1300949450779267,observed,,1,depth_measurements_K.csv,True
2025-07-30 05:00:00,Kamand,depth,K_depth_A,ok,11.269182618515634,2.0908173814843654,interpolated,linear,0,,True
2025-07-30 05:15:00,Kamand,depth,K_depth_A,ok,11.308460182109197,2.051539817890802,interpolated,linear,0,,True
2025-07-30 05:30:00,Kamand,depth,K_depth_A,ok,11.347737745702759,2.012262254297241,interpolated,linear,0,,True
2025-07-30 05:45:00,Kamand,depth,K_depth_A,ok,11.387015309296322,1.9729846907036777,interpolated,linear,0,,True
2025-07-30 06:00:00,Kamand,depth,K_depth_A,ok,11.426292872889883,1.9337071271101163,observed,,1,depth_measurements_K.csv,True
2025-07-30 06:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 06:30:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 06:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 07:00:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 07:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 07:30:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 07:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 08:00:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 08:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 08:30:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 08:45:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 09:00:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
2025-07-30 09:15:00,Kamand,depth,K_depth_A,ok,,,missing,,0,,True
